query,source,title,year,authors,venue,doi,url,abstract,score,tags
sensor fusion robustness embodied intelligence missing modality,crossref,Mechanical intelligence for learning embodied sensor-object relationships,2022,Ahalya Prabhakar; Todd Murphey,Nature Communications,10.1038/s41467-022-31795-2,https://doi.org/10.1038/s41467-022-31795-2,,4,embodied;sensor
multimodal robustness missing modality,crossref,Multimodal Image Aesthetic Prediction with Missing Modality,2022,Xiaodan Zhang; Qiao Song; Gang Liu,Mathematics,10.3390/math10132312,https://doi.org/10.3390/math10132312,,4,missing;modality
calibration drift robot sensing,crossref,Off-Grid Error and Amplitude–Phase Drift Calibration for Computational Microwave Imaging With Metasurface Aperture Based on Sparse Bayesian Learning,2022,Fengzhou Dai; Haosheng Fu; Ling Hong; Long Li; Hongwei Liu,IEEE Transactions on Geoscience and Remote Sensing,10.1109/tgrs.2022.3188879,https://doi.org/10.1109/tgrs.2022.3188879,,4,calibration;drift
3D perception sensor failure robustness robot,arxiv,PETRv2: A Unified Framework for 3D Perception from Multi-Camera Images,2022,Yingfei Liu; Junjie Yan; Fan Jia; Shuailin Li; Aqi Gao; Tiancai Wang; Xiangyu Zhang; Jian Sun,arXiv,,,"In this paper, we propose PETRv2, a unified framework for 3D perception from multi-view images. Based on PETR, PETRv2 explores the effectiveness of temporal modeling, which utilizes the temporal information of previous frames to boost 3D object detection. More specifically, we extend the 3D position embedding (3D PE) in PETR for temporal modeling. The 3D PE achieves the temporal alignment on object position of different frames. A feature-guided position encoder is further introduced to improve the data adaptability of 3D PE. To support for multi-task learning (e.g., BEV segmentation and 3D lane detection), PETRv2 provides a simple yet effective solution by introducing task-specific queries, which are initialized under different spaces. PETRv2 achieves state-of-the-art performance on 3D object detection, BEV segmentation and 3D lane detection. Detailed robustness analysis is also conducted on PETR framework. We hope PETRv2 can serve as a strong baseline for 3D perception. Code is available at \url{https://github.com/megvii-research/PETR}.",4,perception;robust
3D perception sensor failure robustness robot,crossref,Perception Robustness Testing at Different Levels of Generality,2022,Zachary Pezzementi; Trenton Tabor; Jonathan K. Chang; Carter Tiernan; Bill Drozd; Eric Sample; Chris Hazard; Michael Wagner,Field Robotics,10.55417/fr.2021010,https://doi.org/10.55417/fr.2021010,,4,perception;robust
tactile vision sensor failure robot manipulation robustness,crossref,Robot Tactile Sensing and Schema Control,2022,Kenneth J. Overton,"Vision, Brain, and Cooperative Computation",10.7551/mitpress/7113.003.0023,https://doi.org/10.7551/mitpress/7113.003.0023,,4,robot;tactile
calibration drift robot sensing,crossref,Robot-mounted sensing and local calibration for high-accuracy manufacturing,2022,Mohammadreza Dehghani; Ryan A. McKenzie; Rishad A. Irani; Mojtaba Ahmadi,Robotics and Computer-Integrated Manufacturing,10.1016/j.rcim.2022.102429,https://doi.org/10.1016/j.rcim.2022.102429,,4,calibration;robot
sensor fusion robustness embodied intelligence missing modality,crossref,SMIL: Multimodal Learning with Severely Missing Modality,2022,Mengmeng Ma; Jian Ren; Long Zhao; Sergey Tulyakov; Cathy Wu; Xi Peng,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v35i3.16330,https://doi.org/10.1609/aaai.v35i3.16330,,4,missing;modality
robotics sensor dropout compositional robustness,arxiv,Scalable Simulation and Demonstration of Jumping Piezoelectric 2-D Soft Robots,2022,Zhiwu Zheng; Prakhar Kumar; Yenan Chen; Hsin Cheng; Sigurd Wagner; Minjie Chen; Naveen Verma; James C. Sturm,arXiv,,,"Soft robots have drawn great interest due to their ability to take on a rich range of shapes and motions, compared to traditional rigid robots. However, the motions, and underlying statics and dynamics, pose significant challenges to forming well-generalized and robust models necessary for robot design and control. In this work, we demonstrate a five-actuator soft robot capable of complex motions and develop a scalable simulation framework that reliably predicts robot motions. The simulation framework is validated by comparing its predictions to experimental results, based on a robot constructed from piezoelectric layers bonded to a steel-foil substrate. The simulation framework exploits the physics engine PyBullet, and employs discrete rigid-link elements connected by motors to model the actuators. We perform static and AC analyses to validate a single-unit actuator cantilever setup and observe close agreement between simulation and experiments for both the cases. The analyses are extended to the five-actuator robot, where simulations accurately predict the static and AC robot motions, including shapes for applied DC voltage inputs, nearly-static ""inchworm"" motion, and jumping (in vertical as well as vertical and horizontal directions). These motions exhibit complex non-linear behavior, with forward robot motion reaching ~1 cm/s. Our open-source code can be found at: https://github.com/zhiwuz/sfers.",4,robot;robust
calibration drift robot sensing,crossref,Simulation Study on Robot Calibration Approaches,2022,Pavel Kozlov; Alexandr Klimchik,"Proceedings of the 19th International Conference on Informatics in Control, Automation and Robotics",10.5220/0011321800003271,https://doi.org/10.5220/0011321800003271,,4,calibration;robot
sensor fusion robustness embodied intelligence missing modality,crossref,Synthesize Missing Modality Based on Latent Space Model,2022,Kai Zhang; Ruonan Liu; Dongyue Chen; Wenlong Yu; Yusheng Pu; Di Cao,2021 5th Asian Conference on Artificial Intelligence Technology (ACAIT),10.1109/acait53529.2021.9731283,https://doi.org/10.1109/acait53529.2021.9731283,,4,missing;modality
calibration drift robot sensing,crossref,Thermal drift calibration of whispering gallery mode microcavities using optical frequency domain reflectometry,2022,Cheng Li; Sartanee Suebka; Judith Su,"Nanoscale Imaging, Sensing, and Actuation for Biomedical Applications XIX",10.1117/12.2609143,https://doi.org/10.1117/12.2609143,,4,calibration;drift
sensor corruption robotic perception robustness calibration drift,arxiv,Utilizing Class Separation Distance for the Evaluation of Corruption Robustness of Machine Learning Classifiers,2022,Georg Siedel; Silvia Vock; Andrey Morozov; Stefan Voß,arXiv,,,"Robustness is a fundamental pillar of Machine Learning (ML) classifiers, substantially determining their reliability. Methods for assessing classifier robustness are therefore essential. In this work, we address the challenge of evaluating corruption robustness in a way that allows comparability and interpretability on a given dataset. We propose a test data augmentation method that uses a robustness distance $ε$ derived from the datasets minimal class separation distance. The resulting MSCR (minimal separation corruption robustness) metric allows a dataset-specific comparison of different classifiers with respect to their corruption robustness. The MSCR value is interpretable, as it represents the classifiers avoidable loss of accuracy due to statistical corruptions. On 2D and image data, we show that the metric reflects different levels of classifier robustness. Furthermore, we observe unexpected optima in classifiers robust accuracy through training and testing classifiers with different levels of noise. While researchers have frequently reported on a significant tradeoff on accuracy when training robust models, we strengthen the view that a tradeoff between accuracy and corruption robustness is not inherent. Our results indicate that robustness training through simple data augmentation can already slightly improve accuracy.",4,corruption;robust
calibration drift robot sensing,crossref,A Highly-Accurate Robot Calibration Method with Line Constraint,2023,Tinghui Chen; Shuai Li; Xin Luo,"2023 IEEE International Conference on Networking, Sensing and Control (ICNSC)",10.1109/icnsc58704.2023.10318993,https://doi.org/10.1109/icnsc58704.2023.10318993,,4,calibration;robot
calibration drift robot sensing,crossref,A New Variable Step-Size Levenberg-Marquardt Algorithm for Industrial Robot Calibration,2023,Zhibin Li; Shuai Li; Hao Wu,"2022 IEEE International Conference on Networking, Sensing and Control (ICNSC)",10.1109/icnsc55942.2022.10004134,https://doi.org/10.1109/icnsc55942.2022.10004134,,4,calibration;robot
